Month-Year,PRODUCT_FAMILY,GMID,LOC,Country,Sales,Forecast,MAPE,MAPE_Impact,MAPE_Contribution,Absolute Error,Non Absolute Error
24-Jun,13,130011,BR001,BR,71,132,85.90%,0.00%,0.00%,61,61
24-Jul,13,130011,BR001,BR,65,165.471841,154.60%,0.01%,0.00%,100.471841,100.471841
24-Aug,13,130011,BR001,BR,267,182.6580096,31.60%,0.01%,0.00%,84.34199042,-84.34199042
24-Sep,13,130011,BR001,BR,525,100.1798199,80.90%,0.03%,0.20%,424.8201801,-424.8201801
24-Oct,13,130011,BR001,BR,265,114.8304328,56.70%,0.01%,0.10%,150.1695672,-150.1695672
24-Nov,13,130011,BR001,BR,413,117.7599318,71.50%,0.02%,0.10%,295.2400682,-295.2400682
24-Dec,13,130011,BR001,BR,51,200.4478268,293.00%,0.01%,0.00%,149.4478268,149.4478268
24-Jan,13,130012,CY001,CY,36,40,11.10%,0.00%,0.00%,4,4
24-May,13,130012,CY001,CY,40,44,10.00%,0.00%,0.00%,4,4
24-Sep,13,130012,CY001,CY,0,40,,0.00%,0.00%,40,40
24-Oct,13,130012,CY001,CY,36,0,100.00%,0.00%,0.00%,36,-36
24-Dec,13,130012,CY001,CY,40,0,100.00%,0.00%,0.00%,40,-40
24-Jan,13,130012,FR001,FR,933,639,31.50%,0.03%,0.10%,294,-294
24-Feb,13,130012,FR001,FR,806,661.693289,17.90%,0.01%,0.10%,144.306711,-144.306711
24-Mar,13,130012,FR001,FR,865,734.7536712,15.10%,0.01%,0.00%,130.2463288,-130.2463288
24-Apr,13,130012,FR001,FR,884,817.8771583,7.50%,0.01%,0.00%,66.12284167,-66.12284167
24-May,13,130012,FR001,FR,587,767.4351708,30.70%,0.01%,0.10%,180.4351708,180.4351708
24-Jun,13,130012,FR001,FR,717,818.3731571,14.10%,0.01%,0.10%,101.3731571,101.3731571
24-Jul,13,130012,FR001,FR,740,826.3484013,11.70%,0.01%,0.00%,86.34840128,86.34840128
24-Aug,13,130012,FR001,FR,806,818.2311313,1.50%,0.00%,0.00%,12.23113125,12.23113125
24-Sep,13,130012,FR001,FR,856,828.5434421,3.20%,0.00%,0.00%,27.45655785,-27.45655785
24-Oct,13,130012,FR001,FR,878,894.4449493,1.90%,0.00%,0.00%,16.4449493,16.4449493
24-Nov,13,130012,FR001,FR,652,873.9227376,34.00%,0.02%,0.10%,221.9227376,221.9227376
24-Dec,13,130012,FR001,FR,990,701.4908623,29.10%,0.02%,0.10%,288.5091377,-288.5091377
24-Jul,13,130012,PT001,PT,0,48,,0.00%,0.00%,48,48
24-Nov,13,130012,PT001,PT,20,0,100.00%,0.00%,0.00%,20,-20
24-Apr,13,130013,AE002,AE,12,10,16.70%,0.00%,0.00%,2,-2
24-Jun,13,130013,AE002,AE,12,0,100.00%,0.00%,0.00%,12,-12
24-Aug,13,130013,AE002,AE,12,0,100.00%,0.00%,0.00%,12,-12
24-Oct,13,130013,AE002,AE,13,0,100.00%,0.00%,0.00%,13,-13
24-May,13,130013,EG001,EG,884,0,100.00%,0.07%,0.30%,884,-884
24-Jun,13,130013,EG001,EG,17,200,1076.50%,0.01%,0.10%,183,183
24-Jul,13,130013,EG001,EG,0,100,,0.01%,0.00%,100,100
24-Aug,13,130013,EG001,EG,144,0,100.00%,0.01%,0.10%,144,-144
24-Sep,13,130013,EG001,EG,135,0,100.00%,0.01%,0.10%,135,-135
24-Oct,13,130013,EG001,EG,134,0,100.00%,0.01%,0.00%,134,-134
24-Nov,13,130013,EG001,EG,12,0,100.00%,0.00%,0.00%,12,-12
24-Dec,13,130013,EG001,EG,94,0,100.00%,0.01%,0.00%,94,-94
24-Feb,13,130013,GB001,GB,44,0,100.00%,0.00%,0.00%,44,-44
24-Apr,13,130013,GB001,GB,48,0,100.00%,0.00%,0.00%,48,-48
24-Jul,13,130013,GB001,GB,48,16,66.70%,0.00%,0.00%,32,-32
24-Aug,13,130013,GB001,GB,0,16,,0.00%,0.00%,16,16
24-Sep,13,130013,GB001,GB,0,16,,0.00%,0.00%,16,16
24-Oct,13,130013,GB001,GB,0,16,,0.00%,0.00%,16,16
24-Nov,13,130013,GB001,GB,0,16,,0.00%,0.00%,16,16
24-Dec,13,130013,GB001,GB,0,16,,0.00%,0.00%,16,16
24-Jan,13,130013,KW001,KW,0,15,,0.00%,0.00%,15,15
24-Feb,13,130013,KW001,KW,15,0,100.00%,0.00%,0.00%,15,-15
24-Jul,13,130013,KW001,KW,50,0,100.00%,0.00%,0.00%,50,-50
24-Oct,13,130013,KW001,KW,30,30,0.00%,0.00%,0.00%,0,0
24-Jun,13,130013,MA001,MA,20,0,100.00%,0.00%,0.00%,20,-20
24-May,13,130013,MY001,MY,36,0,100.00%,0.00%,0.00%,36,-36
24-Feb,13,130013,QA001,QA,0,70,,0.01%,0.00%,70,70
24-Jun,13,130013,QA001,QA,0,50,,0.00%,0.00%,50,50
24-Oct,13,130013,QA001,QA,21,0,100.00%,0.00%,0.00%,21,-21
24-Jan,13,130013,RU001,RU,324,0,100.00%,0.03%,0.10%,324,-324
24-Feb,13,130013,RU001,RU,211,0,100.00%,0.02%,0.10%,211,-211
24-Mar,13,130013,RU001,RU,10,83,730.00%,0.01%,0.00%,73,73
24-Apr,13,130013,RU001,RU,184,0,100.00%,0.01%,0.10%,184,-184
24-May,13,130013,RU001,RU,0,48,,0.00%,0.00%,48,48
24-Jun,13,130013,RU001,RU,260,52,80.00%,0.02%,0.10%,208,-208
24-Jul,13,130013,RU001,RU,104,25,76.00%,0.01%,0.00%,79,-79
24-Aug,13,130013,RU001,RU,112,47,58.00%,0.00%,0.00%,65,-65
24-Sep,13,130013,RU001,RU,112,112,0.00%,0.00%,0.00%,0,0
24-Oct,13,130013,RU001,RU,338,73,78.40%,0.02%,0.10%,265,-265
24-Nov,13,130013,RU001,RU,6,208,3366.70%,0.02%,0.10%,202,202
24-Dec,13,130013,RU001,RU,113,146,29.20%,0.00%,0.00%,33,33
24-Jan,13,130013,SA001,SA,0,173,,0.02%,0.10%,173,173
24-Feb,13,130013,SA001,SA,0,173,,0.02%,0.10%,173,173
24-Mar,13,130013,SA001,SA,0,197,,0.02%,0.10%,197,197
24-Apr,13,130013,SA001,SA,0,97,,0.01%,0.00%,97,97
24-Jul,13,130013,SA001,SA,0,118,,0.01%,0.10%,118,118
24-Aug,13,130013,SA001,SA,60,60,0.00%,0.00%,0.00%,0,0
24-Sep,13,130013,SA001,SA,0,241,,0.02%,0.10%,241,241
24-Oct,13,130013,SA001,SA,0,24,,0.00%,0.00%,24,24
24-Nov,13,130013,SA001,SA,0,120,,0.01%,0.00%,120,120
24-Dec,13,130013,SA001,SA,0,40,,0.00%,0.00%,40,40
24-Mar,13,130013,SE001,SE,0,3,,0.00%,0.00%,3,3
24-Sep,13,130013,TR001,TR,108,0,100.00%,0.01%,0.00%,108,-108
24-Oct,13,130013,TR001,TR,234,0,100.00%,0.02%,0.10%,234,-234
24-Nov,13,130013,TR001,TR,71,0,100.00%,0.01%,0.00%,71,-71
24-Dec,13,130013,TR001,TR,72,0,100.00%,0.01%,0.00%,72,-72
24-Jan,13,130014,NO001,NO,0,1,,0.00%,0.00%,1,1
24-Jan,13,130014,SE001,SE,0,1,,0.00%,0.00%,1,1
24-Mar,13,130014,SE001,SE,0,1,,0.00%,0.00%,1,1
24-Jan,13,130015,ES001,ES,0,0.011299438,,0.00%,0.00%,0.011299438,0.011299438
24-Feb,13,130015,ES001,ES,0,43.08129225,,0.00%,0.00%,43.08129225,43.08129225
24-Mar,13,130015,ES001,ES,0,43.09484095,,0.00%,0.00%,43.09484095,43.09484095
24-Apr,13,130015,ES001,ES,0,64.10387342,,0.00%,0.00%,64.10387342,64.10387342
24-May,13,130015,ES001,ES,0,8.094840953,,0.00%,0.00%,8.094840953,8.094840953
24-Jan,13,130016,ES001,ES,0,37,,0.00%,0.00%,37,37
24-Feb,13,130016,ES001,ES,0,113,,0.01%,0.10%,113,113
24-Mar,13,130016,ES001,ES,0,113,,0.01%,0.00%,113,113
24-Apr,13,130016,ES001,ES,0,191,,0.01%,0.10%,191,191
24-May,13,130016,ES001,ES,0,48,,0.00%,0.00%,48,48
24-Jun,13,130016,ES001,ES,171,36,78.90%,0.01%,0.10%,135,-135
24-Jul,13,130016,ES001,ES,305,48,84.30%,0.02%,0.10%,257,-257
24-Aug,13,130016,ES001,ES,205,191,6.80%,0.00%,0.00%,14,-14
24-Sep,13,130016,ES001,ES,213,261,22.50%,0.00%,0.00%,48,48
24-Oct,13,130016,ES001,ES,323,310,4.00%,0.00%,0.00%,13,-13
24-Nov,13,130016,ES001,ES,222,327,47.30%,0.01%,0.00%,105,105
24-Dec,13,130016,ES001,ES,277,371,33.90%,0.01%,0.00%,94,94
24-Jan,13,130017,AT001,AT,8,1,87.50%,0.00%,0.00%,7,-7
24-Feb,13,130017,AT001,AT,6,4,33.30%,0.00%,0.00%,2,-2
24-Mar,13,130017,AT001,AT,9,4,55.60%,0.00%,0.00%,5,-5
24-Apr,13,130017,AT001,AT,12,8,33.30%,0.00%,0.00%,4,-4
24-May,13,130017,AT001,AT,5,8,60.00%,0.00%,0.00%,3,3
24-Jun,13,130017,AT001,AT,4,8,100.00%,0.00%,0.00%,4,4
24-Jul,13,130017,AT001,AT,13,8,38.50%,0.00%,0.00%,5,-5
24-Aug,13,130017,AT001,AT,20,10,50.00%,0.00%,0.00%,10,-10
24-Sep,13,130017,AT001,AT,15,10,33.30%,0.00%,0.00%,5,-5
24-Oct,13,130017,AT001,AT,5,7,40.00%,0.00%,0.00%,2,2
24-Nov,13,130017,AT001,AT,6,11,83.30%,0.00%,0.00%,5,5
24-Dec,13,130017,AT001,AT,11,11,0.00%,0.00%,0.00%,0,0
24-Sep,13,130017,CN001,CN,14,0,100.00%,0.00%,0.00%,14,-14
24-Mar,13,130017,DE001,DE,72,100,38.90%,0.00%,0.00%,28,28
24-Apr,13,130017,DE001,DE,85,130,52.90%,0.00%,0.00%,45,45
24-May,13,130017,DE001,DE,77,150,94.80%,0.01%,0.00%,73,73
24-Jun,13,130017,DE001,DE,65,100,53.80%,0.00%,0.00%,35,35
24-Jul,13,130017,DE001,DE,106,80,24.50%,0.00%,0.00%,26,-26
24-Aug,13,130017,DE001,DE,41,81,97.60%,0.00%,0.00%,40,40
24-Sep,13,130017,DE001,DE,84,81,3.60%,0.00%,0.00%,3,-3
24-Oct,13,130017,DE001,DE,112,82,26.80%,0.00%,0.00%,30,-30
24-Nov,13,130017,DE001,DE,105,85,19.00%,0.00%,0.00%,20,-20
24-Dec,13,130017,DE001,DE,120,83,30.80%,0.00%,0.00%,37,-37
24-Jan,13,130017,ES001,ES,3,0,100.00%,0.00%,0.00%,3,-3
24-Feb,13,130017,ES001,ES,10,0,100.00%,0.00%,0.00%,10,-10
24-Mar,13,130017,ES001,ES,2,4,100.00%,0.00%,0.00%,2,2
24-Apr,13,130017,ES001,ES,10,4,60.00%,0.00%,0.00%,6,-6
24-May,13,130017,ES001,ES,4,8,100.00%,0.00%,0.00%,4,4
24-Jan,13,130018,IT001,IT,29,103,255.20%,0.01%,0.00%,74,74
24-Feb,13,130018,IT001,IT,281,180,35.90%,0.01%,0.00%,101,-101
24-Mar,13,130018,IT001,IT,278,201,27.70%,0.01%,0.00%,77,-77
24-Apr,13,130018,IT001,IT,244,219,10.20%,0.00%,0.00%,25,-25
24-May,13,130018,IT001,IT,334,221,33.80%,0.01%,0.00%,113,-113
24-Jun,13,130018,IT001,IT,323,249,22.90%,0.01%,0.00%,74,-74
24-Jul,13,130018,IT001,IT,420,370,11.90%,0.00%,0.00%,50,-50
24-Aug,13,130018,IT001,IT,137,188,37.20%,0.00%,0.00%,51,51
24-Sep,13,130018,IT001,IT,246,300,22.00%,0.00%,0.00%,54,54
24-Oct,13,130018,IT001,IT,461,311,32.50%,0.01%,0.10%,150,-150
24-Nov,13,130018,IT001,IT,349,322,7.70%,0.00%,0.00%,27,-27
24-Dec,13,130018,IT001,IT,245,288,17.60%,0.00%,0.00%,43,43
24-Jun,13,130019,PT001,PT,50,0,100.00%,0.00%,0.00%,50,-50
24-Jul,13,130019,PT001,PT,33,0,100.00%,0.00%,0.00%,33,-33
24-Aug,13,130019,PT001,PT,42,72,71.40%,0.00%,0.00%,30,30
24-Sep,13,130019,PT001,PT,75,81,8.00%,0.00%,0.00%,6,6
24-Oct,13,130019,PT001,PT,85,72,15.30%,0.00%,0.00%,13,-13
24-Nov,13,130019,PT001,PT,66,101,53.00%,0.00%,0.00%,35,35
24-Dec,13,130019,PT001,PT,171,63,63.20%,0.01%,0.00%,108,-108
24-Jan,13,130020,GB001,GB,380,7,98.20%,0.03%,0.10%,373,-373
24-Feb,13,130020,GB001,GB,15,7,53.30%,0.00%,0.00%,8,-8
24-Mar,13,130020,GB001,GB,76,7,90.80%,0.01%,0.00%,69,-69
24-Apr,13,130020,GB001,GB,346,7,98.00%,0.03%,0.20%,339,-339
24-May,13,130020,GB001,GB,142,7,95.10%,0.01%,0.10%,135,-135
24-Jun,13,130020,GB001,GB,47,12,74.50%,0.00%,0.00%,35,-35
24-Jul,13,130020,GB001,GB,472,12,97.50%,0.03%,0.20%,460,-460
24-Aug,13,130020,GB001,GB,14,12,14.30%,0.00%,0.00%,2,-2
24-Sep,13,130020,GB001,GB,13,12,7.70%,0.00%,0.00%,1,-1
24-Oct,13,130020,GB001,GB,6,8,33.30%,0.00%,0.00%,2,2
24-Nov,13,130020,GB001,GB,25,8,68.00%,0.00%,0.00%,17,-17
24-Dec,13,130020,GB001,GB,6,8,33.30%,0.00%,0.00%,2,2
24-Feb,13,130020,PT001,PT,12,0,100.00%,0.00%,0.00%,12,-12
24-Mar,13,130020,PT001,PT,24,0,100.00%,0.00%,0.00%,24,-24
24-Jan,13,130021,JP001,JP,34,36,5.90%,0.00%,0.00%,2,2
24-Feb,13,130021,JP001,JP,32,19,40.60%,0.00%,0.00%,13,-13
24-Mar,13,130021,JP001,JP,32,21,34.40%,0.00%,0.00%,11,-11
24-Apr,13,130021,JP001,JP,43,33,23.30%,0.00%,0.00%,10,-10
24-May,13,130021,JP001,JP,41,37,9.80%,0.00%,0.00%,4,-4
24-Jun,13,130021,JP001,JP,28,42,50.00%,0.00%,0.00%,14,14
24-Jul,13,130021,JP001,JP,51,31,39.20%,0.00%,0.00%,20,-20
24-Aug,13,130021,JP001,JP,30,55.13689612,83.80%,0.00%,0.00%,25.13689612,25.13689612
24-Sep,13,130021,JP001,JP,40,45.1455741,12.90%,0.00%,0.00%,5.145574104,5.145574104
24-Oct,13,130021,JP001,JP,42,59.35388322,41.30%,0.00%,0.00%,17.35388322,17.35388322
24-Nov,13,130021,JP001,JP,47,58.03106374,23.50%,0.00%,0.00%,11.03106374,11.03106374
24-Dec,13,130021,JP001,JP,57,59.62889551,4.60%,0.00%,0.00%,2.628895509,2.628895509
24-Nov,13,130030,CA001,CA,0,0,,0.00%,0.00%,0,0
24-Dec,13,130030,CA001,CA,0,0,,0.00%,0.00%,0,0
24-Nov,13,130031,CA001,CA,0,0,,0.00%,0.00%,0,0
24-Dec,13,130031,CA001,CA,0,0,,0.00%,0.00%,0,0
24-Jun,13,130032,CO001,CO,13,9,30.80%,0.00%,0.00%,4,-4
24-Jul,13,130032,CO001,CO,0,6,,0.00%,0.00%,6,6
24-Aug,13,130032,CO001,CO,4,6,50.00%,0.00%,0.00%,2,2
24-Sep,13,130032,CO001,CO,1,6,500.00%,0.00%,0.00%,5,5
24-Oct,13,130032,CO001,CO,1,3,200.00%,0.00%,0.00%,2,2
24-Nov,13,130032,CO001,CO,0,9,,0.00%,0.00%,9,9
24-Dec,13,130032,CO001,CO,1,4,300.00%,0.00%,0.00%,3,3
24-Mar,13,130032,US001,US,140,351,150.70%,0.02%,0.10%,211,211
24-Apr,13,130032,US001,US,173,100,42.20%,0.01%,0.00%,73,-73
24-May,13,130032,US001,US,118,100.03,15.20%,0.00%,0.00%,17.97,-17.97
24-Jun,13,130032,US001,US,184,136.2293046,26.00%,0.00%,0.00%,47.7706954,-47.7706954
24-Jul,13,130032,US001,US,213,175.0190418,17.80%,0.00%,0.00%,37.9809582,-37.9809582
24-Aug,13,130032,US001,US,148,215.5627501,45.70%,0.01%,0.00%,67.5627501,67.5627501
24-Sep,13,130032,US001,US,149,232.7874572,56.20%,0.01%,0.00%,83.7874572,83.7874572
24-Oct,13,130032,US001,US,164,249.3790975,52.10%,0.01%,0.00%,85.37909749,85.37909749
24-Nov,13,130032,US001,US,167,266.5984581,59.60%,0.01%,0.00%,99.59845806,99.59845806
24-Dec,13,130032,US001,US,186,283.2623553,52.30%,0.01%,0.00%,97.2623553,97.2623553
24-Oct,13,130033,AR001,AR,0,6,,0.00%,0.00%,6,6
24-Nov,13,130033,AR001,AR,0,8,,0.00%,0.00%,8,8
24-Dec,13,130033,AR001,AR,0,10,,0.00%,0.00%,10,10
24-Jun,13,130023,PL001,PL,0,0,,0.00%,0.00%,0,0
24-Jul,13,130023,PL001,PL,0,12,,0.00%,0.00%,12,12
24-Aug,13,130023,PL001,PL,0,18,,0.00%,0.00%,18,18
24-Sep,13,130023,PL001,PL,0,18,,0.00%,0.00%,18,18
24-Oct,13,130023,PL001,PL,0,18,,0.00%,0.00%,18,18
24-Nov,13,130023,PL001,PL,0,15,,0.00%,0.00%,15,15
24-Dec,13,130023,PL001,PL,3,12,300.00%,0.00%,0.00%,9,9
24-Feb,13,130034,IT001,IT,0,70,,0.01%,0.00%,70,70
24-Mar,13,130034,IT001,IT,0,70,,0.01%,0.00%,70,70
24-Apr,13,130034,IT001,IT,0,90,,0.01%,0.00%,90,90
24-May,13,130034,IT001,IT,0,87,,0.01%,0.00%,87,87
24-Jun,13,130034,IT001,IT,2,92,4500.00%,0.01%,0.00%,90,90
24-Jul,13,130034,IT001,IT,24,136,466.70%,0.01%,0.00%,112,112
24-Aug,13,130034,IT001,IT,4,58,1350.00%,0.00%,0.00%,54,54
24-Sep,13,130034,IT001,IT,10,75,650.00%,0.01%,0.00%,65,65
24-Oct,13,130034,IT001,IT,32,65,103.10%,0.00%,0.00%,33,33
24-Nov,13,130034,IT001,IT,36,67,86.10%,0.00%,0.00%,31,31
24-Dec,13,130034,IT001,IT,38,60,57.90%,0.00%,0.00%,22,22
24-Feb,13,130024,EG001,EG,330,0,100.00%,0.03%,0.20%,330,-330
24-Mar,13,130024,EG001,EG,186,0,100.00%,0.02%,0.10%,186,-186
24-Jul,13,130024,EG001,EG,38,0,100.00%,0.00%,0.00%,38,-38
24-May,13,130035,CH001,CH,2,10,400.00%,0.00%,0.00%,8,8
24-Jun,13,130035,CH001,CH,1,8,700.00%,0.00%,0.00%,7,7
24-Jul,13,130035,CH001,CH,2,8,300.00%,0.00%,0.00%,6,6
24-Aug,13,130035,CH001,CH,3,8,166.70%,0.00%,0.00%,5,5
24-Sep,13,130035,CH001,CH,5,8,60.00%,0.00%,0.00%,3,3
24-Oct,13,130035,CH001,CH,22,10,54.50%,0.00%,0.00%,12,-12
24-Nov,13,130035,CH001,CH,23,5,78.30%,0.00%,0.00%,18,-18
24-Dec,13,130035,CH001,CH,2,5,150.00%,0.00%,0.00%,3,3
24-Oct,13,130025,EG001,EG,0,200,,0.01%,0.10%,200,200
24-Nov,13,130025,EG001,EG,0,85,,0.01%,0.00%,85,85
24-Dec,13,130025,EG001,EG,0,200,,0.02%,0.10%,200,200
24-Jul,13,130025,IQ001,IQ,2,0,100.00%,0.00%,0.00%,2,-2
24-Jan,16,160001,GB001,GB,"1,837",1830,0.40%,0.00%,0.00%,7,-7
24-Feb,16,160001,GB001,GB,"1,694",1830,8.00%,0.01%,0.10%,136,136
24-Mar,16,160001,GB001,GB,"1,679",1830,9.00%,0.01%,0.10%,151,151
24-Apr,16,160001,GB001,GB,"1,824",1830,0.30%,0.00%,0.00%,6,6
24-May,16,160001,GB001,GB,"1,927",1850,4.00%,0.01%,0.00%,77,-77
24-Jun,16,160001,GB001,GB,"1,527",1825,19.50%,0.02%,0.20%,298,298
24-Jul,16,160001,GB001,GB,"2,015",1825.376739,9.40%,0.01%,0.10%,189.6232612,-189.6232612
24-Aug,16,160001,GB001,GB,"1,996",1824.764848,8.60%,0.01%,0.10%,171.2351521,-171.2351521
24-Sep,16,160001,GB001,GB,"1,500",1828.87812,21.90%,0.03%,0.10%,328.8781198,328.8781198
24-Oct,16,160001,GB001,GB,"1,765",1830.256373,3.70%,0.00%,0.00%,65.25637301,65.25637301
24-Nov,16,160001,GB001,GB,"1,509",1800.364591,19.30%,0.02%,0.10%,291.3645909,291.3645909
24-Dec,16,160001,GB001,GB,"1,624",1799.568463,10.80%,0.01%,0.10%,175.5684628,175.5684628
24-Jan,16,160002,GB001,GB,"2,544",2400,5.70%,0.01%,0.10%,144,-144
24-Feb,16,160002,GB001,GB,"2,408",2400,0.30%,0.00%,0.00%,8,-8
24-Mar,16,160002,GB001,GB,"2,345",2400,2.30%,0.00%,0.00%,55,55
24-Apr,16,160002,GB001,GB,"2,494",2474,0.80%,0.00%,0.00%,20,-20
24-May,16,160002,GB001,GB,"3,016",2550,15.50%,0.03%,0.20%,466,-466
24-Jun,16,160002,GB001,GB,"2,376",2420,1.90%,0.00%,0.00%,44,44
24-Jul,16,160002,GB001,GB,"2,573",2419.982566,5.90%,0.01%,0.10%,153.0174342,-153.0174342
24-Aug,16,160002,GB001,GB,"3,104",2419.681319,22.00%,0.05%,0.30%,684.3186814,-684.3186814
24-Sep,16,160002,GB001,GB,"2,185",2420.268606,10.80%,0.02%,0.10%,235.2686056,235.2686056
24-Oct,16,160002,GB001,GB,"3,291",2420.671936,26.40%,0.06%,0.30%,870.3280641,-870.3280641
24-Nov,16,160002,GB001,GB,"2,432",2400.177726,1.30%,0.00%,0.00%,31.82227405,-31.82227405
24-Dec,16,160002,GB001,GB,"3,456",2380.136486,31.10%,0.08%,0.30%,1075.863514,-1075.863514
24-Jan,16,160002,IL001,IL,36,2,94.40%,0.00%,0.00%,34,-34
24-Feb,16,160002,IL001,IL,40,4,90.00%,0.00%,0.00%,36,-36
24-Mar,16,160002,IL001,IL,40,6,85.00%,0.00%,0.00%,34,-34
24-Apr,16,160002,IL001,IL,40,18,55.00%,0.00%,0.00%,22,-22
24-May,16,160002,IL001,IL,58,18,69.00%,0.00%,0.00%,40,-40
24-Jun,16,160002,IL001,IL,46,4,91.30%,0.00%,0.00%,42,-42
24-Jul,16,160002,IL001,IL,57,0,100.00%,0.00%,0.00%,57,-57
24-Aug,16,160002,IL001,IL,45,0,100.00%,0.00%,0.00%,45,-45
24-Sep,16,160002,IL001,IL,32,0,100.00%,0.00%,0.00%,32,-32
24-Oct,16,160002,IL001,IL,44,0,100.00%,0.00%,0.00%,44,-44
24-Nov,16,160002,IL001,IL,40,6,85.00%,0.00%,0.00%,34,-34
24-Dec,16,160002,IL001,IL,27,6,77.80%,0.00%,0.00%,21,-21
24-Jan,16,160002,SG002,SG,49,7,85.70%,0.00%,0.00%,42,-42
24-Feb,16,160002,SG002,SG,29,6,79.30%,0.00%,0.00%,23,-23
24-Mar,16,160002,SG002,SG,11,6,45.50%,0.00%,0.00%,5,-5
24-Apr,16,160002,SG002,SG,0,12,,0.00%,0.00%,12,12
24-May,16,160002,SG002,SG,0,22,,0.00%,0.00%,22,22
24-May,16,160003,CN001,CN,40,0,100.00%,0.00%,0.00%,40,-40
24-Oct,16,160003,CN001,CN,12,0,100.00%,0.00%,0.00%,12,-12
24-Jan,16,160003,PR001,PR,17,74,335.30%,0.01%,0.00%,57,57
24-Feb,16,160003,PR001,PR,88,74,15.90%,0.00%,0.00%,14,-14
24-Mar,16,160003,PR001,PR,113,74,34.50%,0.00%,0.00%,39,-39
24-Apr,16,160003,PR001,PR,171,120,29.80%,0.00%,0.00%,51,-51
24-May,16,160003,PR001,PR,112,120,7.10%,0.00%,0.00%,8,8
24-Jun,16,160003,PR001,PR,135,120,11.10%,0.00%,0.00%,15,-15
24-Jul,16,160003,PR001,PR,134,120,10.40%,0.00%,0.00%,14,-14
24-Aug,16,160003,PR001,PR,127,144,13.40%,0.00%,0.00%,17,17
24-Sep,16,160003,PR001,PR,91,144,58.20%,0.00%,0.00%,53,53
24-Oct,16,160003,PR001,PR,128,144,12.50%,0.00%,0.00%,16,16
24-Nov,16,160003,PR001,PR,197,144,26.90%,0.00%,0.00%,53,-53
24-Dec,16,160003,PR001,PR,162,144,11.10%,0.00%,0.00%,18,-18
24-Jan,16,160003,US001,US,"7,482",6919,7.50%,0.05%,0.20%,563,-563
24-Feb,16,160003,US001,US,"6,329",7454,17.80%,0.10%,0.50%,1125,1125
24-Mar,16,160003,US001,US,"7,752",8575,10.60%,0.07%,0.30%,823,823
24-Apr,16,160003,US001,US,"7,354",7347,0.10%,0.00%,0.00%,7,-7
24-May,16,160003,US001,US,"7,018",7636,8.80%,0.05%,0.20%,618,618
24-Jun,16,160003,US001,US,"6,951",7735,11.30%,0.06%,0.40%,784,784
24-Jul,16,160003,US001,US,"6,024",7055,17.10%,0.07%,0.50%,1031,1031
24-Aug,16,160003,US001,US,"6,583",7820,18.80%,0.09%,0.50%,1237,1237
24-Sep,16,160003,US001,US,"7,368",9020,22.40%,0.13%,0.70%,1652,1652
24-Oct,16,160003,US001,US,"7,691",7457,3.00%,0.02%,0.10%,234,-234
24-Nov,16,160003,US001,US,"6,777",7740.6,14.20%,0.07%,0.30%,963.6,963.6
24-Dec,16,160003,US001,US,"7,894",7871,0.30%,0.00%,0.00%,23,-23
24-May,16,160004,CN001,CN,8,0,100.00%,0.00%,0.00%,8,-8
24-Oct,16,160004,CN001,CN,6,0,100.00%,0.00%,0.00%,6,-6
24-Jan,16,160004,IL001,IL,30,2,93.30%,0.00%,0.00%,28,-28
24-Feb,16,160004,IL001,IL,20,3,85.00%,0.00%,0.00%,17,-17
24-Mar,16,160004,IL001,IL,23,3,87.00%,0.00%,0.00%,20,-20
24-Apr,16,160004,IL001,IL,21,6,71.40%,0.00%,0.00%,15,-15
24-May,16,160004,IL001,IL,28,6,78.60%,0.00%,0.00%,22,-22
24-Jun,16,160004,IL001,IL,18,4,77.80%,0.00%,0.00%,14,-14
24-Jul,16,160004,IL001,IL,18,4,77.80%,0.00%,0.00%,14,-14
24-Aug,16,160004,IL001,IL,22,2,90.90%,0.00%,0.00%,20,-20
24-Sep,16,160004,IL001,IL,11,4,63.60%,0.00%,0.00%,7,-7
24-Oct,16,160004,IL001,IL,10,4,60.00%,0.00%,0.00%,6,-6
24-Nov,16,160004,IL001,IL,10,2,80.00%,0.00%,0.00%,8,-8
24-Dec,16,160004,IL001,IL,8,2,75.00%,0.00%,0.00%,6,-6
24-Jan,16,160004,PR001,PR,3,35,1066.70%,0.00%,0.00%,32,32
24-Feb,16,160004,PR001,PR,54,35,35.20%,0.00%,0.00%,19,-19
24-Mar,16,160004,PR001,PR,57,35,38.60%,0.00%,0.00%,22,-22
24-Apr,16,160004,PR001,PR,72,75,4.20%,0.00%,0.00%,3,3
24-May,16,160004,PR001,PR,53,75,41.50%,0.00%,0.00%,22,22
24-Jun,16,160004,PR001,PR,97,75,22.70%,0.00%,0.00%,22,-22
24-Jul,16,160004,PR001,PR,70,75,7.10%,0.00%,0.00%,5,5
24-Aug,16,160004,PR001,PR,62,75,21.00%,0.00%,0.00%,13,13
24-Sep,16,160004,PR001,PR,64,75,17.20%,0.00%,0.00%,11,11
24-Oct,16,160004,PR001,PR,89,75,15.70%,0.00%,0.00%,14,-14
24-Nov,16,160004,PR001,PR,78,75,3.80%,0.00%,0.00%,3,-3
24-Dec,16,160004,PR001,PR,90,75,16.70%,0.00%,0.00%,15,-15
24-Jan,16,160004,US001,US,"4,305",4407,2.40%,0.01%,0.00%,102,102
