Month-Year,PRODUCT_FAMILY,GMID,LOC,Country,Sales,Forecast,MAPE,MAPE_Impact,MAPE_Contribution,Absolute Error,Non Absolute Error
24-Feb,16,160004,US001,US,"3,736",4734,26.70%,0.09%,0.50%,998,998
24-Mar,16,160004,US001,US,"4,497",5419,20.50%,0.08%,0.30%,922,922
24-Apr,16,160004,US001,US,"4,585",4666,1.80%,0.01%,0.00%,81,81
24-May,16,160004,US001,US,"4,562",4837,6.00%,0.02%,0.10%,275,275
24-Jun,16,160004,US001,US,"4,354",4876,12.00%,0.04%,0.30%,522,522
24-Jul,16,160004,US001,US,"3,996",4362,9.20%,0.03%,0.20%,366,366
24-Aug,16,160004,US001,US,"4,083",4677,14.50%,0.05%,0.20%,594,594
24-Sep,16,160004,US001,US,"4,364",5670,29.90%,0.10%,0.50%,1306,1306
24-Oct,16,160004,US001,US,"4,916",4611,6.20%,0.02%,0.10%,305,-305
24-Nov,16,160004,US001,US,"4,017",4875.4,21.40%,0.07%,0.30%,858.4,858.4
24-Dec,16,160004,US001,US,"5,179",4958,4.30%,0.02%,0.10%,221,-221
24-Jan,16,160005,DK001,DK,0,7,,0.00%,0.00%,7,7
24-Feb,16,160005,DK001,DK,4,7,75.00%,0.00%,0.00%,3,3
24-Mar,16,160005,DK001,DK,8,7,12.50%,0.00%,0.00%,1,-1
24-Apr,16,160005,DK001,DK,4,7,75.00%,0.00%,0.00%,3,3
24-May,16,160005,DK001,DK,8,7,12.50%,0.00%,0.00%,1,-1
24-Jun,16,160005,DK001,DK,4,7,75.00%,0.00%,0.00%,3,3
24-Jul,16,160005,DK001,DK,8,7,12.50%,0.00%,0.00%,1,-1
24-Aug,16,160005,DK001,DK,8,7,12.50%,0.00%,0.00%,1,-1
24-Sep,16,160005,DK001,DK,4,7,75.00%,0.00%,0.00%,3,3
24-Oct,16,160005,DK001,DK,12,7,41.70%,0.00%,0.00%,5,-5
24-Nov,16,160005,DK001,DK,0,7,,0.00%,0.00%,7,7
24-Dec,16,160005,DK001,DK,8,7,12.50%,0.00%,0.00%,1,-1
24-Mar,16,160005,NO001,NO,200,259,29.50%,0.01%,0.00%,59,59
24-Apr,16,160005,NO001,NO,160,288,80.00%,0.01%,0.10%,128,128
24-May,16,160005,NO001,NO,280,293,4.60%,0.00%,0.00%,13,13
24-Jun,16,160005,NO001,NO,200,262,31.00%,0.01%,0.00%,62,62
24-Jul,16,160005,NO001,NO,160,278,73.80%,0.01%,0.10%,118,118
24-Aug,16,160005,NO001,NO,320,295,7.80%,0.00%,0.00%,25,-25
24-Sep,16,160005,NO001,NO,320,312,2.50%,0.00%,0.00%,8,-8
24-Oct,16,160005,NO001,NO,321,331,3.10%,0.00%,0.00%,10,10
24-Nov,16,160005,NO001,NO,400,359,10.20%,0.00%,0.00%,41,-41
24-Dec,16,160005,NO001,NO,440,300,31.80%,0.01%,0.00%,140,-140
24-Jan,16,160006,DK001,DK,0,3,,0.00%,0.00%,3,3
24-Feb,16,160006,DK001,DK,2,3,50.00%,0.00%,0.00%,1,1
24-Mar,16,160006,DK001,DK,2,3,50.00%,0.00%,0.00%,1,1
24-Apr,16,160006,DK001,DK,2,3,50.00%,0.00%,0.00%,1,1
24-May,16,160006,DK001,DK,4,3,25.00%,0.00%,0.00%,1,-1
24-Jun,16,160006,DK001,DK,0,3,,0.00%,0.00%,3,3
24-Jul,16,160006,DK001,DK,4,2,50.00%,0.00%,0.00%,2,-2
24-Aug,16,160006,DK001,DK,2,2,0.00%,0.00%,0.00%,0,0
24-Sep,16,160006,DK001,DK,2,2,0.00%,0.00%,0.00%,0,0
24-Oct,16,160006,DK001,DK,4,2,50.00%,0.00%,0.00%,2,-2
24-Nov,16,160006,DK001,DK,0,2,,0.00%,0.00%,2,2
24-Dec,16,160006,DK001,DK,2,2,0.00%,0.00%,0.00%,0,0
24-Mar,16,160006,NO001,NO,63,181,187.30%,0.01%,0.00%,118,118
24-Apr,16,160006,NO001,NO,126,141,11.90%,0.00%,0.00%,15,15
24-May,16,160006,NO001,NO,189,174,7.90%,0.00%,0.00%,15,-15
24-Jun,16,160006,NO001,NO,168,163,3.00%,0.00%,0.00%,5,-5
24-Jul,16,160006,NO001,NO,147,173,17.70%,0.00%,0.00%,26,26
24-Aug,16,160006,NO001,NO,210,184,12.40%,0.00%,0.00%,26,-26
24-Sep,16,160006,NO001,NO,168,195,16.10%,0.00%,0.00%,27,27
24-Oct,16,160006,NO001,NO,231,206,10.80%,0.00%,0.00%,25,-25
24-Nov,16,160006,NO001,NO,252,239,5.20%,0.00%,0.00%,13,-13
24-Dec,16,160006,NO001,NO,315,214,32.10%,0.01%,0.00%,101,-101
24-Jan,16,160007,FI001,FI,250,165,34.00%,0.01%,0.00%,85,-85
24-Feb,16,160007,FI001,FI,206,207.6845448,0.80%,0.00%,0.00%,1.684544786,1.684544786
24-Mar,16,160007,FI001,FI,206,201.0485353,2.40%,0.00%,0.00%,4.951464664,-4.951464664
24-Apr,16,160007,FI001,FI,198,197.265653,0.40%,0.00%,0.00%,0.734347034,-0.734347034
24-May,16,160007,FI001,FI,167,258.4799842,54.80%,0.01%,0.00%,91.47998422,91.47998422
24-Jun,16,160007,FI001,FI,134,259.9897471,94.00%,0.01%,0.10%,125.9897471,125.9897471
24-Jul,16,160007,FI001,FI,163,233.3540212,43.20%,0.01%,0.00%,70.35402116,70.35402116
24-Aug,16,160007,FI001,FI,154,213.7054832,38.80%,0.00%,0.00%,59.70548321,59.70548321
24-Sep,16,160007,FI001,FI,162,196.3976761,21.20%,0.00%,0.00%,34.39767608,34.39767608
24-Oct,16,160007,FI001,FI,173,190.2822162,10.00%,0.00%,0.00%,17.28221617,17.28221617
24-Nov,16,160007,FI001,FI,158,182,15.20%,0.00%,0.00%,24,24
24-Dec,16,160007,FI001,FI,132,168,27.30%,0.00%,0.00%,36,36
24-Jan,16,160007,GB001,GB,44,50,13.60%,0.00%,0.00%,6,6
24-Feb,16,160007,GB001,GB,65,50,23.10%,0.00%,0.00%,15,-15
24-Mar,16,160007,GB001,GB,50,50,0.00%,0.00%,0.00%,0,0
24-Apr,16,160007,GB001,GB,63,50,20.60%,0.00%,0.00%,13,-13
24-May,16,160007,GB001,GB,51,50,2.00%,0.00%,0.00%,1,-1
24-Jun,16,160007,GB001,GB,87,50,42.50%,0.00%,0.00%,37,-37
24-Jul,16,160007,GB001,GB,58,96.76470588,66.80%,0.00%,0.00%,38.76470588,38.76470588
24-Aug,16,160007,GB001,GB,36,97.55555556,171.00%,0.00%,0.00%,61.55555556,61.55555556
24-Sep,16,160007,GB001,GB,46,97.73684211,112.50%,0.00%,0.00%,51.73684211,51.73684211
24-Oct,16,160007,GB001,GB,89,100.3,12.70%,0.00%,0.00%,11.3,11.3
24-Nov,16,160007,GB001,GB,18,100.5714286,458.70%,0.01%,0.00%,82.57142857,82.57142857
24-Dec,16,160007,GB001,GB,47,50,6.40%,0.00%,0.00%,3,3
24-Apr,16,160007,IQ001,IQ,0,2000,,0.15%,1.00%,2000,2000
24-Jun,16,160007,JO001,JO,"2,037",0,100.00%,0.17%,1.10%,2037,-2037
24-Aug,16,160007,JO001,JO,20,0,100.00%,0.00%,0.00%,20,-20
24-Jan,16,160007,NO001,NO,21,0,100.00%,0.00%,0.00%,21,-21
24-Jan,16,160007,SE001,SE,0,5,,0.00%,0.00%,5,5
24-Feb,16,160007,SE001,SE,0,2,,0.00%,0.00%,2,2
24-Mar,16,160007,SE001,SE,0,2,,0.00%,0.00%,2,2
24-Apr,16,160007,SE001,SE,0,2,,0.00%,0.00%,2,2
24-Jan,16,160008,FI001,FI,250,240,4.00%,0.00%,0.00%,10,-10
24-Feb,16,160008,FI001,FI,171,252.7244534,47.80%,0.01%,0.00%,81.72445336,81.72445336
24-Mar,16,160008,FI001,FI,153,284.3819241,85.90%,0.01%,0.00%,131.3819241,131.3819241
24-Apr,16,160008,FI001,FI,186,275.6335226,48.20%,0.01%,0.00%,89.63352259,89.63352259
24-May,16,160008,FI001,FI,160,289.991397,81.20%,0.01%,0.00%,129.991397,129.991397
24-Jun,16,160008,FI001,FI,127,304.9046683,140.10%,0.01%,0.10%,177.9046683,177.9046683
24-Jul,16,160008,FI001,FI,166,279.6751763,68.50%,0.01%,0.00%,113.6751763,113.6751763
24-Aug,16,160008,FI001,FI,203,239.9444422,18.20%,0.00%,0.00%,36.94444223,36.94444223
24-Sep,16,160008,FI001,FI,189,143.4613175,24.10%,0.00%,0.00%,45.53868253,-45.53868253
24-Oct,16,160008,FI001,FI,209,120.7986099,42.20%,0.01%,0.00%,88.20139006,-88.20139006
24-Nov,16,160008,FI001,FI,167,187,12.00%,0.00%,0.00%,20,20
24-Dec,16,160008,FI001,FI,143,182,27.30%,0.00%,0.00%,39,39
24-Jan,16,160008,GB001,GB,88,80,9.10%,0.00%,0.00%,8,-8
24-Feb,16,160008,GB001,GB,90,80,11.10%,0.00%,0.00%,10,-10
24-Mar,16,160008,GB001,GB,85,80,5.90%,0.00%,0.00%,5,-5
24-Apr,16,160008,GB001,GB,85,80,5.90%,0.00%,0.00%,5,-5
24-May,16,160008,GB001,GB,75,80,6.70%,0.00%,0.00%,5,5
24-Jun,16,160008,GB001,GB,101,80,20.80%,0.00%,0.00%,21,-21
24-Jul,16,160008,GB001,GB,109,160.7257384,47.50%,0.00%,0.00%,51.72573844,51.72573844
24-Aug,16,160008,GB001,GB,46,160.8235294,249.60%,0.01%,0.00%,114.8235294,114.8235294
24-Sep,16,160008,GB001,GB,72,160.5,122.90%,0.01%,0.00%,88.5,88.5
24-Oct,16,160008,GB001,GB,58,161.8947368,179.10%,0.01%,0.00%,103.8947368,103.8947368
24-Nov,16,160008,GB001,GB,103,162.9,58.20%,0.00%,0.00%,59.9,59.9
24-Dec,16,160008,GB001,GB,24,79.57142857,231.50%,0.00%,0.00%,55.57142857,55.57142857
24-Jan,16,160008,NO001,NO,280,0,100.00%,0.03%,0.10%,280,-280
24-Jan,16,160008,SE001,SE,0,8,,0.00%,0.00%,8,8
24-Feb,16,160008,SE001,SE,0,3,,0.00%,0.00%,3,3
24-Mar,16,160008,SE001,SE,0,3,,0.00%,0.00%,3,3
24-Apr,16,160008,SE001,SE,0,3,,0.00%,0.00%,3,3
24-Jan,16,160009,CA001,CA,822,878,6.80%,0.01%,0.00%,56,56
24-Feb,16,160009,CA001,CA,895,873,2.50%,0.00%,0.00%,22,-22
24-Mar,16,160009,CA001,CA,974,968,0.60%,0.00%,0.00%,6,-6
24-Apr,16,160009,CA001,CA,961,1006,4.70%,0.00%,0.00%,45,45
24-May,16,160009,CA001,CA,975,1045,7.20%,0.01%,0.00%,70,70
24-Jun,16,160009,CA001,CA,"1,138",1078,5.30%,0.00%,0.00%,60,-60
24-Jul,16,160009,CA001,CA,"1,054",1001,5.00%,0.00%,0.00%,53,-53
24-Aug,16,160009,CA001,CA,"1,091",1052,3.60%,0.00%,0.00%,39,-39
24-Sep,16,160009,CA001,CA,"1,132",1165,2.90%,0.00%,0.00%,33,33
24-Oct,16,160009,CA001,CA,"1,205",1282,6.40%,0.01%,0.00%,77,77
24-Nov,16,160009,CA001,CA,"1,195",1468,22.80%,0.02%,0.10%,273,273
24-Dec,16,160009,CA001,CA,"1,636",1435,12.30%,0.02%,0.10%,201,-201
24-Jan,16,160010,CA001,CA,761,485,36.30%,0.03%,0.10%,276,-276
24-Feb,16,160010,CA001,CA,797,483,39.40%,0.03%,0.20%,314,-314
24-Mar,16,160010,CA001,CA,"1,036",751,27.50%,0.02%,0.10%,285,-285
24-Apr,16,160010,CA001,CA,905,768,15.10%,0.01%,0.10%,137,-137
24-May,16,160010,CA001,CA,979,785,19.80%,0.01%,0.10%,194,-194
24-Jun,16,160010,CA001,CA,940,866,7.90%,0.01%,0.00%,74,-74
24-Jul,16,160010,CA001,CA,845,969,14.70%,0.01%,0.10%,124,124
24-Aug,16,160010,CA001,CA,"1,012",1021,0.90%,0.00%,0.00%,9,9
24-Sep,16,160010,CA001,CA,895,1122,25.40%,0.02%,0.10%,227,227
24-Oct,16,160010,CA001,CA,"1,150",1233,7.20%,0.01%,0.00%,83,83
24-Nov,16,160010,CA001,CA,"1,237",1301,5.20%,0.00%,0.00%,64,64
24-Dec,16,160010,CA001,CA,"1,229",1372,11.60%,0.01%,0.00%,143,143
24-Jan,16,160012,RU001,RU,180,800,344.40%,0.06%,0.20%,620,620
24-Jan,16,160013,AT001,AT,612,175,71.40%,0.04%,0.20%,437,-437
24-Feb,16,160013,AT001,AT,152,180,18.40%,0.00%,0.00%,28,28
24-Mar,16,160013,AT001,AT,244,220,9.80%,0.00%,0.00%,24,-24
24-Apr,16,160013,AT001,AT,197,230,16.80%,0.00%,0.00%,33,33
24-May,16,160013,AT001,AT,416,235,43.50%,0.01%,0.10%,181,-181
24-Jun,16,160013,AT001,AT,211,240,13.70%,0.00%,0.00%,29,29
24-Jul,16,160013,AT001,AT,338,235,30.50%,0.01%,0.00%,103,-103
24-Aug,16,160013,AT001,AT,244,245,0.40%,0.00%,0.00%,1,1
24-Sep,16,160013,AT001,AT,472,275,41.70%,0.02%,0.10%,197,-197
24-Oct,16,160013,AT001,AT,279,285.1547047,2.20%,0.00%,0.00%,6.154704694,6.154704694
24-Nov,16,160013,AT001,AT,293,299.8568338,2.30%,0.00%,0.00%,6.856833827,6.856833827
24-Dec,16,160013,AT001,AT,617,309.6986538,49.80%,0.02%,0.10%,307.3013462,-307.3013462
24-Sep,16,160013,CN001,CN,160,0,100.00%,0.01%,0.10%,160,-160
24-Jan,16,160014,AT001,AT,218,300,37.60%,0.01%,0.00%,82,82
24-Feb,16,160014,AT001,AT,293,310,5.80%,0.00%,0.00%,17,17
24-Mar,16,160014,AT001,AT,224,330,47.30%,0.01%,0.00%,106,106
24-Apr,16,160014,AT001,AT,766,350,54.30%,0.03%,0.20%,416,-416
24-May,16,160014,AT001,AT,176,335,90.30%,0.01%,0.10%,159,159
24-Jun,16,160014,AT001,AT,225,350,55.60%,0.01%,0.10%,125,125
24-Jul,16,160014,AT001,AT,389,350,10.00%,0.00%,0.00%,39,-39
24-Aug,16,160014,AT001,AT,216,345,59.70%,0.01%,0.10%,129,129
24-Sep,16,160014,AT001,AT,430,370,14.00%,0.00%,0.00%,60,-60
24-Oct,16,160014,AT001,AT,273,409.734093,50.10%,0.01%,0.00%,136.734093,136.734093
24-Nov,16,160014,AT001,AT,298,399.8916812,34.20%,0.01%,0.00%,101.8916812,101.8916812
24-Dec,16,160014,AT001,AT,807,420.4215653,47.90%,0.03%,0.10%,386.5784347,-386.5784347
24-Sep,16,160014,CN001,CN,165,0,100.00%,0.01%,0.10%,165,-165
24-Jan,16,160015,DE001,DE,"1,147",1351,17.80%,0.02%,0.10%,204,204
24-Feb,16,160015,DE001,DE,"1,086",1283,18.10%,0.02%,0.10%,197,197
24-Mar,16,160015,DE001,DE,"1,266",1471.030332,16.20%,0.02%,0.10%,205.0303317,205.0303317
24-Apr,16,160015,DE001,DE,"1,312",1381.582,5.30%,0.01%,0.00%,69.58199998,69.58199998
24-May,16,160015,DE001,DE,"1,132",1398.032369,23.50%,0.02%,0.10%,266.0323689,266.0323689
24-Jun,16,160015,DE001,DE,"1,064",1479.699315,39.10%,0.03%,0.20%,415.6993151,415.6993151
24-Jul,16,160015,DE001,DE,"1,314",1439.103136,9.50%,0.01%,0.10%,125.1031355,125.1031355
24-Aug,16,160015,DE001,DE,"1,209",1391.193387,15.10%,0.01%,0.10%,182.1933867,182.1933867
24-Sep,16,160015,DE001,DE,"1,313",1346.750885,2.60%,0.00%,0.00%,33.75088463,33.75088463
24-Oct,16,160015,DE001,DE,"1,406",1300.264931,7.50%,0.01%,0.00%,105.7350688,-105.7350688
24-Nov,16,160015,DE001,DE,"1,342",1470.046061,9.50%,0.01%,0.00%,128.0460613,128.0460613
24-Dec,16,160015,DE001,DE,"1,408",1287.227589,8.60%,0.01%,0.00%,120.7724107,-120.7724107
24-Mar,16,160015,PT001,PT,3,0,100.00%,0.00%,0.00%,3,-3
24-Jan,16,160016,DE001,DE,"1,859",2250,21.00%,0.04%,0.20%,391,391
24-Feb,16,160016,DE001,DE,"1,534",2150,40.20%,0.06%,0.30%,616,616
24-Mar,16,160016,DE001,DE,"1,797",2360.151812,31.30%,0.05%,0.20%,563.151812,563.151812
24-Apr,16,160016,DE001,DE,"1,409",2257.046808,60.20%,0.06%,0.40%,848.0468082,848.0468082
24-May,16,160016,DE001,DE,"1,529",2615.951473,71.10%,0.08%,0.40%,1086.951473,1086.951473
24-Jun,16,160016,DE001,DE,"1,618",2448.823591,51.30%,0.07%,0.40%,830.8235905,830.8235905
24-Jul,16,160016,DE001,DE,"1,816",2254.88637,24.20%,0.03%,0.20%,438.8863703,438.8863703
24-Aug,16,160016,DE001,DE,"1,551",2694.813269,73.70%,0.09%,0.40%,1143.813269,1143.813269
24-Sep,16,160016,DE001,DE,"1,871",2451.160484,31.00%,0.05%,0.20%,580.1604837,580.1604837
24-Oct,16,160016,DE001,DE,"1,796",2456.192082,36.80%,0.04%,0.20%,660.1920823,660.1920823
24-Nov,16,160016,DE001,DE,"1,681",1679.940521,0.10%,0.00%,0.00%,1.059479319,-1.059479319
24-Dec,16,160016,DE001,DE,"1,669",1656.356838,0.80%,0.00%,0.00%,12.6431615,-12.6431615
24-Jan,16,160017,CH001,CH,41,80,95.10%,0.00%,0.00%,39,39
24-Feb,16,160017,CH001,CH,37,86,132.40%,0.00%,0.00%,49,49
24-Mar,16,160017,CH001,CH,43,90.0882359,109.50%,0.00%,0.00%,47.0882359,47.0882359
24-Apr,16,160017,CH001,CH,63,80.01964691,27.00%,0.00%,0.00%,17.01964691,17.01964691
24-May,16,160017,CH001,CH,62,82.42359437,32.90%,0.00%,0.00%,20.42359437,20.42359437
24-Jun,16,160017,CH001,CH,50,90.3303852,80.70%,0.00%,0.00%,40.3303852,40.3303852
24-Jul,16,160017,CH001,CH,68,89.85285193,32.10%,0.00%,0.00%,21.85285193,21.85285193
24-Aug,16,160017,CH001,CH,55,26.51707132,51.80%,0.00%,0.00%,28.48292868,-28.48292868
24-Sep,16,160017,CH001,CH,73,33.72898985,53.80%,0.00%,0.00%,39.27101015,-39.27101015
24-Oct,16,160017,CH001,CH,49,33.26223579,32.10%,0.00%,0.00%,15.73776421,-15.73776421
24-Nov,16,160017,CH001,CH,65,57.1241973,12.10%,0.00%,0.00%,7.875802704,-7.875802704
24-Dec,16,160017,CH001,CH,68,52.08692066,23.40%,0.00%,0.00%,15.91307934,-15.91307934
24-Jan,16,160018,CH001,CH,68,120,76.50%,0.00%,0.00%,52,52
24-Feb,16,160018,CH001,CH,69,125,81.20%,0.01%,0.00%,56,56
24-Mar,16,160018,CH001,CH,92,130.2100123,41.50%,0.00%,0.00%,38.21001227,38.21001227
24-Apr,16,160018,CH001,CH,97,120.4974268,24.20%,0.00%,0.00%,23.49742685,23.49742685
24-May,16,160018,CH001,CH,79,82.60068616,4.60%,0.00%,0.00%,3.600686162,3.600686162
24-Jun,16,160018,CH001,CH,64,95.18855205,48.70%,0.00%,0.00%,31.18855205,31.18855205
24-Jul,16,160018,CH001,CH,127,105.2790488,17.10%,0.00%,0.00%,21.72095122,-21.72095122
24-Aug,16,160018,CH001,CH,80,28.69944401,64.10%,0.00%,0.00%,51.30055599,-51.30055599
24-Sep,16,160018,CH001,CH,121,38.7059501,68.00%,0.01%,0.00%,82.2940499,-82.2940499
24-Oct,16,160018,CH001,CH,96,40.88941795,57.40%,0.00%,0.00%,55.11058205,-55.11058205
24-Nov,16,160018,CH001,CH,87,80.70761518,7.20%,0.00%,0.00%,6.292384823,-6.292384823
24-Dec,16,160018,CH001,CH,105,81.7461744,22.10%,0.00%,0.00%,23.2538256,-23.2538256
24-Jan,16,160019,FR001,FR,"1,226",1124.04,8.30%,0.01%,0.00%,101.96,-101.96
24-Feb,16,160019,FR001,FR,978,1208.343,23.60%,0.02%,0.10%,230.343,230.343
24-Mar,16,160019,FR001,FR,"1,057",1261.638,19.40%,0.02%,0.10%,204.638,204.638
24-Apr,16,160019,FR001,FR,"1,076",1306.072499,21.40%,0.02%,0.10%,230.0724989,230.0724989
24-May,16,160019,FR001,FR,933,1387.442008,48.70%,0.03%,0.20%,454.4420075,454.4420075
24-Jun,16,160019,FR001,FR,894,1352.552987,51.30%,0.04%,0.20%,458.5529872,458.5529872
24-Jul,16,160019,FR001,FR,"1,230",1353.501347,10.00%,0.01%,0.10%,123.5013466,123.5013466
24-Aug,16,160019,FR001,FR,"1,073",1188.989106,10.80%,0.01%,0.00%,115.9891057,115.9891057
24-Sep,16,160019,FR001,FR,"1,067",1250.165548,17.20%,0.01%,0.10%,183.1655482,183.1655482
24-Oct,16,160019,FR001,FR,"1,206",1346.488468,11.60%,0.01%,0.00%,140.4884677,140.4884677
24-Nov,16,160019,FR001,FR,"1,244",1609.176091,29.40%,0.03%,0.10%,365.176091,365.176091
24-Dec,16,160019,FR001,FR,"1,421",1224.716138,13.80%,0.01%,0.10%,196.2838615,-196.2838615
24-Jan,16,160019,FR003,FR,66,35.96,45.50%,0.00%,0.00%,30.04,-30.04
24-Feb,16,160019,FR003,FR,85,38.657,54.50%,0.00%,0.00%,46.343,-46.343
24-Mar,16,160019,FR003,FR,5,40.362,707.20%,0.00%,0.00%,35.362,35.362
24-Apr,16,160019,FR003,FR,0,43.92750107,,0.00%,0.00%,43.92750107,43.92750107
24-May,16,160019,FR003,FR,11,45.38165805,312.60%,0.00%,0.00%,34.38165805,34.38165805
24-Jun,16,160019,FR003,FR,55,46.26297083,15.90%,0.00%,0.00%,8.737029171,-8.737029171
24-Jul,16,160019,FR003,FR,28,41.2915186,47.50%,0.00%,0.00%,13.2915186,13.2915186
24-Aug,16,160019,FR003,FR,18,33.77263377,87.60%,0.00%,0.00%,15.77263377,15.77263377
24-Sep,16,160019,FR003,FR,0,35.98750324,,0.00%,0.00%,35.98750324,35.98750324
24-Oct,16,160019,FR003,FR,40,42.66954115,6.70%,0.00%,0.00%,2.669541147,2.669541147
24-Nov,16,160019,FR003,FR,86,48.20245986,44.00%,0.00%,0.00%,37.79754014,-37.79754014
24-Dec,16,160019,FR003,FR,24,39.16506107,63.20%,0.00%,0.00%,15.16506107,15.16506107
24-Jan,16,160020,FR001,FR,"1,678",1668.681,0.60%,0.00%,0.00%,9.319,-9.319
24-Feb,16,160020,FR001,FR,"1,545",1794.249,16.10%,0.02%,0.10%,249.249,249.249
24-Mar,16,160020,FR001,FR,"1,566",1872.729,19.60%,0.03%,0.10%,306.729,306.729
24-Apr,16,160020,FR001,FR,"1,740",1923.073683,10.50%,0.01%,0.10%,183.0736831,183.0736831
24-May,16,160020,FR001,FR,"1,478",2044.796763,38.30%,0.04%,0.20%,566.7967628,566.7967628
24-Jun,16,160020,FR001,FR,"1,685",1846.938894,9.60%,0.01%,0.10%,161.9388942,161.9388942
24-Jul,16,160020,FR001,FR,"2,019",1992.989522,1.30%,0.00%,0.00%,26.01047827,-26.01047827
24-Aug,16,160020,FR001,FR,"1,594",1750.490832,9.80%,0.01%,0.10%,156.4908322,156.4908322
24-Sep,16,160020,FR001,FR,"1,764",1768.51359,0.30%,0.00%,0.00%,4.51359,4.51359
24-Oct,16,160020,FR001,FR,"1,847",1976.282164,7.00%,0.01%,0.00%,129.2821642,129.2821642
24-Nov,16,160020,FR001,FR,"1,879",2526.502794,34.50%,0.05%,0.20%,647.5027938,647.5027938
24-Dec,16,160020,FR001,FR,"1,845",1807.913103,2.00%,0.00%,0.00%,37.08689736,-37.08689736
24-Jan,16,160020,FR003,FR,40,32.319,19.20%,0.00%,0.00%,7.681,-7.681
24-Feb,16,160020,FR003,FR,48,34.751,27.60%,0.00%,0.00%,13.249,-13.249
24-Mar,16,160020,FR003,FR,13,36.271,179.00%,0.00%,0.00%,23.271,23.271
24-Apr,16,160020,FR003,FR,8,57.92631685,624.10%,0.00%,0.00%,49.92631685,49.92631685
24-May,16,160020,FR003,FR,18,56.80885917,215.60%,0.00%,0.00%,38.80885917,38.80885917
24-Jun,16,160020,FR003,FR,46,52.230097,13.50%,0.00%,0.00%,6.230097003,6.230097003
24-Jul,16,160020,FR003,FR,83,52.53761855,36.70%,0.00%,0.00%,30.46238145,-30.46238145
24-Aug,16,160020,FR003,FR,31,42.71586998,37.80%,0.00%,0.00%,11.71586998,11.71586998
24-Sep,16,160020,FR003,FR,29,44.29976934,52.80%,0.00%,0.00%,15.29976934,15.29976934
24-Oct,16,160020,FR003,FR,81,46.79358908,42.20%,0.00%,0.00%,34.20641092,-34.20641092
24-Nov,16,160020,FR003,FR,70,54.1085754,22.70%,0.00%,0.00%,15.8914246,-15.8914246
24-Dec,16,160020,FR003,FR,57,45.64235717,19.90%,0.00%,0.00%,11.35764283,-11.35764283
24-Jan,16,160021,BE001,BE,232,165,28.90%,0.01%,0.00%,67,-67
24-Feb,16,160021,BE001,BE,164,172,4.90%,0.00%,0.00%,8,8
24-Mar,16,160021,BE001,BE,271,179,33.90%,0.01%,0.00%,92,-92
24-Apr,16,160021,BE001,BE,243,248,2.10%,0.00%,0.00%,5,5
24-May,16,160021,BE001,BE,196,164,16.30%,0.00%,0.00%,32,-32
24-Jun,16,160021,BE001,BE,168,161,4.20%,0.00%,0.00%,7,-7
24-Jul,16,160021,BE001,BE,170,125,26.50%,0.00%,0.00%,45,-45
24-Aug,16,160021,BE001,BE,211,145,31.30%,0.01%,0.00%,66,-66
24-Sep,16,160021,BE001,BE,219,132,39.70%,0.01%,0.00%,87,-87
24-Oct,16,160021,BE001,BE,219,137,37.40%,0.01%,0.00%,82,-82
24-Nov,16,160021,BE001,BE,172,113,34.30%,0.00%,0.00%,59,-59
24-Dec,16,160021,BE001,BE,190,110,42.10%,0.01%,0.00%,80,-80
24-Jan,16,160021,NL001,NL,85,122,43.50%,0.00%,0.00%,37,37
24-Feb,16,160021,NL001,NL,61,126,106.60%,0.01%,0.00%,65,65
24-Mar,16,160021,NL001,NL,81,130,60.50%,0.00%,0.00%,49,49
24-Apr,16,160021,NL001,NL,98,134,36.70%,0.00%,0.00%,36,36
24-May,16,160021,NL001,NL,59,134,127.10%,0.01%,0.00%,75,75
24-Jun,16,160021,NL001,NL,124,138,11.30%,0.00%,0.00%,14,14
24-Jul,16,160021,NL001,NL,69,144,108.70%,0.01%,0.00%,75,75
24-Aug,16,160021,NL001,NL,105,146,39.00%,0.00%,0.00%,41,41
24-Sep,16,160021,NL001,NL,107,96.64148721,9.70%,0.00%,0.00%,10.35851279,-10.35851279
24-Oct,16,160021,NL001,NL,165,142.0889753,13.90%,0.00%,0.00%,22.91102474,-22.91102474
24-Nov,16,160021,NL001,NL,92,133.6237138,45.20%,0.00%,0.00%,41.62371383,41.62371383
24-Dec,16,160021,NL001,NL,95,119.8002678,26.10%,0.00%,0.00%,24.80026778,24.80026778
24-Jan,16,160022,BE001,BE,193,200,3.60%,0.00%,0.00%,7,7
24-Feb,16,160022,BE001,BE,187,196,4.80%,0.00%,0.00%,9,9
24-Mar,16,160022,BE001,BE,254,192,24.40%,0.01%,0.00%,62,-62
24-Apr,16,160022,BE001,BE,255,342.4736842,34.30%,0.01%,0.00%,87.47368421,87.47368421
24-May,16,160022,BE001,BE,157,185,17.80%,0.00%,0.00%,28,28
24-Jun,16,160022,BE001,BE,147,181,23.10%,0.00%,0.00%,34,34
24-Jul,16,160022,BE001,BE,139,107,23.00%,0.00%,0.00%,32,-32
24-Aug,16,160022,BE001,BE,158,108,31.60%,0.00%,0.00%,50,-50
24-Sep,16,160022,BE001,BE,143,107,25.20%,0.00%,0.00%,36,-36
24-Oct,16,160022,BE001,BE,155,111,28.40%,0.00%,0.00%,44,-44
